Symbol,Group,Bottom_Rev_Prob,Top_Rev_Prob,Bottom_Rev_Flag,Top_Rev_Flag,Bullish_Cont_Prob,Bearish_Cont_Prob,Forecast_25d_Pct,Forecast_45d_Pct,Forecast_180d_Pct,Forecast_25d_Price,Forecast_45d_Price,Forecast_180d_Price,ML_Prediction,ML_Confidence
TANLA,IT,80.4,0.0,True,False,0.0,87.0,1.3,1.8,17.7,431.71,433.68,501.43,Bullish,80.4
TARIL,Industrial,83.1,0.0,True,False,0.0,0.1,0.5,1.3,27.3,287.33,289.85,364.12,Bullish,83.1
TATACONSUM,Consumer,68.2,0.0,True,False,0.0,0.2,0.4,1.9,8.4,1053.39,1068.75,1137.3,Reversal,68.2
TATAELXSI,IT,72.0,0.0,True,False,0.0,80.6,0.2,1.2,9.7,4243.83,4286.54,4646.85,Reversal,72.0
TATAPOWER,Industrial,0.0,61.2,False,True,0.1,0.0,1.5,2.8,12.5,408.52,413.86,453.06,Bullish Continual,0.1
TATATECH,IT,67.8,0.0,True,False,0.0,84.7,-0.2,1.7,13.6,538.55,548.51,613.01,No Signal,
TBOTEK,Consumer,87.0,0.0,True,False,0.0,80.4,6.2,4.4,8.2,1132.86,1114.28,1154.74,Reversal,87.0
TCI,Industrial,71.3,0.0,True,False,0.0,85.5,-0.2,0.5,3.2,950.95,958.01,983.91,Bearish,0.0
TCIEXP,Industrial,75.5,0.0,True,False,0.0,88.2,-0.1,0.9,3.8,496.24,501.09,515.26,No Signal,
TCPLPACK,Industrial,79.0,0.0,True,False,0.0,89.8,-0.7,2.2,2.5,2298.46,2366.24,2373.48,Bearish,0.0
TCS,IT,47.0,0.0,False,False,0.0,76.3,0.4,1.2,8.6,2407.16,2425.18,2604.33,Reversal,47.0
TEAMLEASE,Industrial,85.9,0.0,True,False,0.0,84.2,2.9,5.4,11.2,1234.8,1264.7,1334.8,Bullish Continual,0.0
TECHM,IT,63.0,0.0,True,False,0.0,75.2,-0.2,-1.0,-3.2,1383.71,1372.57,1341.46,Bearish Continual,75.2
TECHNOE,Industrial,0.0,0.0,False,False,0.0,0.0,-0.2,1.9,13.0,1089.8,1112.78,1234.13,No Signal,
THEJO,Industrial,76.6,0.0,True,False,0.0,0.1,-0.4,0.8,2.7,1544.76,1563.14,1592.9,No Signal,
THERMAX,Industrial,0.0,74.8,False,True,0.1,0.0,1.1,0.9,10.0,3255.61,3248.65,3543.36,Bullish Continual,0.1
THOMASCOOK,Consumer,59.7,0.1,False,False,0.0,86.9,2.8,4.1,3.3,106.86,108.28,107.4,Bullish Continual,0.0
TIIL,Industrial,78.3,0.0,True,False,0.0,0.1,0.8,1.2,7.0,2206.69,2216.06,2344.33,Bullish Continual,0.0
TIINDIA,Industrial,0.0,0.0,False,False,0.0,0.0,0.3,0.8,5.1,2560.95,2572.09,2682.66,Bullish,0.0
TIMETECHNO,Industrial,78.0,0.0,True,False,0.0,88.1,-0.2,0.5,3.1,161.45,162.62,166.75,Bearish,0.0
TITAN,Consumer,0.0,0.0,False,False,0.0,0.0,0.6,1.2,12.5,4144.13,4168.19,4633.51,Bullish,0.0
TORNTPHARM,Healthcare,0.0,0.0,False,False,74.5,0.0,1.7,2.9,11.5,4346.55,4398.25,4763.12,Bullish,0.0
TORNTPOWER,Industrial,0.0,0.0,False,False,71.2,0.0,1.2,2.1,11.9,1468.27,1482.42,1624.22,Bullish,0.0
TPLPLASTEH,Industrial,78.6,0.0,True,False,0.0,88.6,-0.5,0.8,5.8,59.72,60.47,63.51,Bearish,0.0
TRANSRAILL,Industrial,78.2,0.0,True,False,0.0,88.7,0.2,0.6,8.6,503.4,505.45,545.91,Reversal,78.2
TRENT,Consumer,61.5,0.0,True,False,0.0,81.2,-0.5,0.1,2.4,3553.37,3575.71,3658.11,Bearish,0.0
TRIDENT,Industrial,82.6,0.0,True,False,0.0,86.3,1.2,1.6,11.7,24.33,24.43,26.86,Bullish Continual,0.0
TRITURBINE,Industrial,74.2,0.0,True,False,0.0,89.0,-0.7,-0.4,4.1,450.79,452.08,472.71,Bearish,0.0
TVSELECT,IT,0.0,0.1,False,False,0.0,88.8,-3.0,0.1,7.4,392.95,405.61,435.19,Bearish Continual,88.8
TVSHLTD,Financial,0.0,0.0,False,False,0.0,0.0,2.6,3.9,11.6,14152.33,14338.89,15404.0,Bullish,0.0
UBL,Consumer,0.0,0.0,False,False,0.0,0.0,0.1,0.6,7.8,1576.98,1584.46,1698.61,Bullish,0.0
UCOBANK,Financial,76.9,0.0,True,False,0.0,87.4,2.5,4.1,20.3,25.58,26.01,30.03,Reversal,76.9
UDS,Industrial,85.7,0.0,True,False,0.0,89.7,0.8,1.3,37.3,138.13,138.8,188.13,Bullish,85.7
ULTRACEMCO,Industrial,69.1,0.0,True,False,0.0,0.1,0.0,1.8,8.2,10923.78,11122.47,11811.43,Bullish,69.1
UNIECOM,IT,71.8,0.0,True,False,0.0,84.8,0.2,0.5,10.6,90.8,91.11,100.23,Reversal,71.8
UNIMECH,Industrial,78.3,0.0,True,False,0.0,86.7,-0.2,0.5,3.2,795.01,800.6,822.71,No Signal,
UNIONBANK,Financial,77.0,0.0,True,False,75.7,0.0,2.6,4.6,20.3,181.9,185.48,213.31,Reversal,77.0
UNIPARTS,Industrial,0.0,0.0,False,False,0.0,0.0,2.9,5.4,20.1,470.66,482.16,549.35,Reversal,0.0
UNITDSPR,Consumer,68.9,0.0,True,False,0.0,83.7,0.8,2.4,12.2,1309.87,1330.94,1458.37,Reversal,68.9
UNITEDPOLY,Industrial,0.0,82.1,False,True,0.0,0.1,4.7,7.5,39.2,29.21,29.99,38.85,Bullish Continual,0.0
UNITEDTEA,Consumer,0.0,0.0,False,False,74.9,0.0,2.4,4.5,45.9,522.18,533.14,743.87,Bullish Continual,74.9
UNOMINDA,Industrial,76.7,0.0,True,False,0.0,85.0,0.2,2.4,11.3,1059.6,1083.5,1177.79,Bullish,76.7
USHAMART,Industrial,0.0,0.0,False,False,0.0,0.1,1.1,2.9,14.1,408.39,415.77,461.1,Bullish,0.0
UTTAMSUGAR,Consumer,0.0,84.9,False,True,0.0,87.8,0.2,2.0,9.6,230.47,234.57,252.18,Bullish,0.0
VADILALIND,Consumer,77.0,0.0,True,False,0.0,85.3,-0.1,1.3,119.2,4523.41,4589.89,9930.47,Bearish,0.0
VAIBHAVGBL,Consumer,81.1,0.0,True,False,0.0,84.9,-0.2,0.0,86.2,205.55,206.02,383.51,Bearish,0.0
VASCONEQ,Industrial,88.1,0.0,True,False,0.0,86.2,3.7,4.3,14.2,32.95,33.17,36.3,Reversal,88.1
VBL,Consumer,72.2,0.0,True,False,0.0,86.8,-0.4,0.1,99.8,400.21,402.24,802.87,No Signal,
VEDL,Industrial,0.0,0.0,False,False,80.1,0.0,3.0,4.4,15.7,687.58,696.34,772.05,Bullish,0.0
VEEDOL,Industrial,59.3,0.0,False,False,0.0,86.1,0.8,0.7,5.3,1348.58,1346.87,1408.63,Bullish,59.3
VERTOZ,Industrial,91.4,0.0,True,False,0.0,83.7,10.3,15.6,142.3,41.91,43.94,92.08,Reversal,91.4
VGUARD,Consumer,0.0,0.0,False,False,0.0,0.2,0.8,1.9,135.6,327.49,331.02,765.65,Bullish Continual,0.0
VIDHIING,Chemicals,82.9,0.0,True,False,0.0,82.3,0.8,2.9,14.3,277.22,282.96,314.44,Reversal,82.9
VIJAYA,Healthcare,81.1,0.0,True,False,0.0,83.5,1.6,2.8,10.4,906.1,916.52,984.26,Bullish,81.1
VIMTALABS,Healthcare,81.6,0.0,True,False,0.0,87.2,2.8,2.7,2.4,440.4,439.94,438.71,Bullish,81.6
VINATIORGA,Chemicals,70.6,0.0,True,False,0.0,80.8,0.2,0.9,5.3,1396.55,1406.78,1467.54,Bullish,70.6
VISHNU,Chemicals,0.0,0.0,False,False,0.0,0.0,2.9,4.3,12.4,528.12,535.14,576.74,Bullish Continual,0.0
VOLTAS,Consumer,77.4,0.0,True,False,0.0,0.0,1.5,2.3,124.2,1343.61,1354.27,2968.1,Bullish,77.4
VRAJ,Industrial,77.7,0.0,True,False,0.0,88.3,-0.4,0.5,4.6,108.76,109.77,114.26,Bearish,0.0
VSTIND,Consumer,72.6,0.0,True,False,0.0,84.7,-0.7,-1.0,101.2,213.04,212.31,431.49,Bearish,0.0
VSTTILLERS,Industrial,76.8,0.0,True,False,0.0,0.1,1.5,2.3,14.3,5275.78,5318.94,5942.96,Reversal,76.8
VTL,Industrial,0.0,0.0,False,False,77.9,0.0,2.3,4.0,21.7,549.18,558.57,653.17,Bullish Continual,77.9
WAAREEENER,Industrial,0.0,80.8,False,True,0.0,0.0,2.2,3.9,14.3,3213.43,3266.89,3595.89,Bullish Continual,0.0
WEALTH,Financial,66.5,0.0,True,False,0.0,85.9,2.5,4.1,20.3,915.72,930.86,1074.91,Bullish,66.5
WEL,Consumer,0.0,0.0,False,False,0.0,0.1,0.5,2.9,118.0,136.72,139.99,296.52,Reversal,0.0
WELCORP,Industrial,0.0,0.0,False,False,0.0,0.0,0.5,0.2,7.4,803.8,801.25,859.43,Bullish,0.0
WELSPUNLIV,Industrial,79.3,0.0,True,False,0.0,86.9,0.0,1.1,4.5,114.45,115.65,119.61,Reversal,79.3
WHEELS,Industrial,0.0,75.9,False,True,79.4,0.0,2.9,4.9,19.9,1060.8,1081.74,1236.59,Bullish Continual,79.4
WINDLAS,Healthcare,78.7,0.0,True,False,0.0,85.3,1.7,2.8,15.4,747.6,755.68,848.52,Reversal,78.7
WIPRO,IT,69.1,0.0,True,False,0.0,75.5,1.1,1.3,18.6,192.97,193.4,226.35,Reversal,69.1
WSTCSTPAPR,Industrial,0.0,0.0,False,False,0.0,0.1,1.0,1.3,8.2,437.73,439.13,468.9,Bullish,0.0
XCHANGING,IT,77.9,0.0,True,False,0.0,81.3,1.1,-0.5,19.5,57.77,56.87,68.32,Reversal,77.9
ZENSARTECH,IT,0.0,0.0,False,False,0.0,85.3,0.2,0.1,17.4,565.88,565.33,663.11,Bullish,0.0
ZFCVINDIA,Industrial,68.2,0.0,True,False,0.0,0.1,0.4,1.2,5.8,13839.17,13941.0,14572.77,Reversal,68.2
ZYDUSLIFE,Healthcare,0.0,0.0,False,False,0.0,0.1,1.5,2.2,15.6,903.63,909.93,1028.85,Bullish,0.0
KIRLFER,Industrial,78.7,0.0,True,False,0.0,87.7,0.1,2.5,3.9,360.11,368.89,374.09,Reversal,78.7
GRAUWEIL,Chemicals,79.8,0.0,True,False,0.0,86.5,1.8,5.0,26.8,58.23,60.07,72.49,Reversal,79.8
KENNAMET,Industrial,0.0,74.8,False,True,0.0,0.0,0.5,2.7,10.6,2231.65,2279.21,2455.27,Bullish,0.0
KOVAI,Healthcare,0.0,0.0,False,False,0.0,87.2,-0.1,0.2,6.5,5291.71,5307.5,5642.99,No Signal,
WIMPLAST,Consumer,48.6,0.0,False,False,0.0,82.1,0.5,2.2,77.1,357.11,363.04,629.17,Reversal,48.6
SHAWGELTIN,Chemicals,61.3,0.0,True,False,0.0,0.0,1.3,3.4,16.1,354.62,361.85,406.14,Reversal,61.3
FAZE3Q,Industrial,79.8,0.0,True,False,0.0,86.5,-0.1,1.9,5.6,417.18,425.45,441.0,Bearish,0.0
IZMO,IT,86.0,0.0,True,False,0.0,0.2,2.2,8.5,38.3,716.71,760.57,969.37,Bullish,86.0
RNBDENIMS,Industrial,86.7,0.0,True,False,0.0,0.2,-6.5,-0.2,26.2,78.25,83.46,105.58,Bearish,0.0
ZEAL,Industrial,86.2,0.0,True,False,76.1,0.0,2.9,7.2,29.6,12.86,13.4,16.2,Bullish,86.2
IGL,Industrial,76.9,0.0,True,False,0.0,86.2,-0.0,1.1,5.3,155.98,157.71,164.3,Reversal,76.9
DISAQ,Industrial,0.0,0.0,False,False,0.0,86.9,-0.6,0.8,3.6,11448.23,11600.55,11930.63,Bearish,0.0
MAFATIND,Industrial,83.1,0.0,True,False,0.0,86.4,0.9,2.7,3.4,121.96,124.22,125.02,Reversal,83.1
FORBESCO,Consumer,81.3,0.0,True,False,0.0,0.2,1.0,1.8,5.0,331.24,333.76,344.51,Reversal,81.3
KAYCEEI,Industrial,81.4,0.0,True,False,0.0,88.6,1.0,2.2,18.1,820.22,829.94,958.96,Bullish,81.4
PERMAGN,Industrial,83.0,0.0,True,False,0.0,85.4,0.9,2.5,1.5,681.82,692.65,685.36,Reversal,83.0
INTEGRAEN,Industrial,84.6,0.0,True,False,0.0,86.1,1.6,4.0,7.2,137.45,140.65,145.04,Bullish,84.6
JOSTS,Industrial,85.9,0.0,True,False,0.0,87.7,2.4,3.8,11.5,226.05,229.22,246.19,Reversal,85.9
WPIL,Industrial,0.0,0.0,False,False,0.0,88.9,-0.4,0.2,-1.7,382.44,384.94,377.57,No Signal,
APIS,Consumer,83.6,0.0,True,False,0.0,0.0,4.4,18.1,35.3,60.31,68.25,78.16,Bullish,83.6
NITTAGELA,Chemicals,0.0,0.0,False,False,0.0,0.1,1.2,3.2,11.0,819.45,835.75,898.93,Bullish,0.0
BAJAJST,Industrial,82.4,0.0,True,False,0.0,87.3,0.9,0.8,4.5,383.29,383.22,397.27,Bullish,82.4
PRADPME,Industrial,0.0,81.4,False,True,78.9,0.0,3.2,4.5,28.6,384.04,388.92,478.45,Bullish Continual,78.9
PATELSAI,Industrial,0.0,0.0,False,False,0.0,88.8,0.7,1.1,11.5,227.5,228.43,251.73,Bullish,0.0
FLUIDOM,Industrial,0.0,0.0,False,False,0.0,88.7,-0.7,-2.2,4.9,577.6,568.66,610.3,No Signal,
TANAA,Industrial,78.6,0.0,True,False,0.0,89.2,-0.4,1.0,9.0,245.44,248.79,268.41,No Signal,
MORGANITE,Industrial,74.8,0.0,True,False,0.0,86.7,-0.1,1.9,2.8,1264.11,1289.23,1299.95,Bearish,0.0
SIKA,Industrial,83.8,0.0,True,False,0.0,0.1,2.0,4.3,26.6,929.5,950.07,1153.49,Bullish,83.8
ALUFLUOR,Chemicals,72.0,0.0,True,False,0.0,0.2,0.4,2.5,11.1,422.64,431.61,467.68,Reversal,72.0
TITANBIO,Chemicals,0.0,73.5,False,True,70.5,0.0,3.2,7.3,71.4,409.15,425.33,679.6,Bullish Continual,70.5
NICCOPAR,Consumer,83.1,0.0,True,False,0.0,88.2,1.3,3.1,12.6,63.83,64.96,70.93,Reversal,83.1
VALIANT,Industrial,84.7,0.0,True,False,79.8,0.0,3.5,6.5,20.6,1074.61,1104.91,1251.26,Bullish Continual,79.8
NILE,Industrial,74.3,0.0,True,False,0.0,0.1,-0.1,1.5,7.2,1499.84,1524.21,1609.47,No Signal,
ARYAMAN,Financial,0.0,0.0,False,False,0.0,89.7,2.5,4.1,20.3,637.2,647.74,747.97,Bullish Continual,0.0
AKCAPIT,Financial,0.0,0.0,False,False,77.8,0.0,2.6,4.6,20.3,1569.17,1600.09,1840.13,Bullish,0.0
ECORECO,Industrial,91.2,0.0,True,False,0.0,82.8,7.9,10.8,28.9,321.29,329.87,383.68,Reversal,91.2
OPTIFIN,Financial,88.9,0.0,True,False,0.0,86.5,2.5,4.1,20.3,13.02,13.24,15.29,Reversal,88.9
MENNPIS,Industrial,78.0,0.0,True,False,0.0,87.2,0.4,2.5,12.9,51.62,52.69,58.05,Reversal,78.0
NWIL,Financial,88.1,0.0,True,False,0.0,0.0,2.6,4.6,20.3,39.7,40.48,46.55,Bullish,88.1
3BBLACKBIO,Healthcare,61.2,0.0,True,False,0.0,81.8,5.3,7.6,29.7,1352.59,1382.53,1666.72,Reversal,61.2
BABA,Industrial,0.0,81.0,False,True,82.3,0.0,6.1,13.0,54.1,15.29,16.28,22.2,Bullish,0.0
KAMAHOLD,Financial,65.0,0.0,True,False,0.0,87.4,2.5,4.1,20.3,2535.03,2576.95,2975.71,Bullish,65.0
BLIL,Financial,0.0,0.0,False,False,0.0,0.2,2.5,4.1,20.3,70.77,71.94,83.08,Bullish,0.0
BENGALASM,Financial,53.1,0.0,False,False,0.0,85.1,2.5,4.1,20.3,6043.55,6143.51,7094.16,Reversal,53.1
DHABRIYA,Industrial,78.7,0.0,True,False,0.0,87.9,1.6,3.0,10.8,339.33,344.09,370.23,Bullish,78.7
EMERALD,Financial,90.6,0.0,True,False,0.0,82.5,6.3,5.6,20.3,57.4,57.01,64.92,Bullish Continual,0.0
MKEXIM,Consumer,0.0,78.3,False,True,0.0,0.0,1.9,5.3,23.5,54.95,56.75,66.56,Bullish,0.0
MADHAVIPL,Industrial,86.9,0.0,True,False,0.0,87.3,4.2,6.2,24.0,8.24,8.4,9.81,Bullish,86.9
TAALTECH,Industrial,0.0,0.0,False,False,0.0,0.1,1.1,1.0,7.9,2795.88,2795.43,2985.41,Bullish,0.0
KPL,Healthcare,0.0,0.1,False,False,79.8,0.0,4.0,2.1,32.7,1580.32,1551.16,2017.19,Bullish Continual,79.8
RMC,Industrial,0.0,0.0,False,False,0.0,0.1,0.6,8.2,47.5,425.82,458.02,624.48,Bullish Continual,0.0
MEERA,Industrial,0.0,87.0,False,True,76.4,0.0,0.4,3.4,18.3,39.15,40.33,46.13,Bullish Continual,76.4
SGRL,Healthcare,0.0,0.0,False,False,0.0,0.0,0.6,1.8,21.1,496.87,502.71,598.29,Bullish,0.0
INNOVATORS,Industrial,89.6,0.0,True,False,0.0,82.0,6.4,10.9,15.7,125.57,130.85,136.58,Reversal,89.6
PREVEST,Healthcare,85.6,0.0,True,False,0.0,80.9,3.5,5.8,17.4,394.34,402.96,447.47,Reversal,85.6
SPITZE,Consumer,69.0,0.0,True,False,0.0,0.2,12.4,23.0,41.6,82.31,90.01,103.64,Reversal,69.0
SEALMATIC,Industrial,78.0,0.0,True,False,0.0,87.4,1.1,2.2,7.0,349.96,353.75,370.58,Bullish,78.0
AMIC,Industrial,0.0,0.0,False,False,0.0,84.6,1.3,2.9,20.3,1346.02,1368.14,1598.71,Bullish,0.0
PESB,Financial,82.5,0.0,True,False,79.6,0.0,2.6,4.6,20.3,232.8,237.38,273.0,Bullish,82.5
KPGEL,Industrial,82.2,0.0,True,False,0.0,86.8,1.1,2.6,3.7,357.78,363.13,367.0,Bullish,82.2
SATTRIX,IT,88.7,0.0,True,False,85.7,0.0,10.8,17.9,49.2,443.33,471.61,596.94,Bullish Continual,85.7
VVIPIL,Industrial,79.5,0.0,True,False,0.0,90.0,-1.9,-0.6,20.1,99.27,100.64,121.56,No Signal,
NISUS,Financial,89.9,0.0,True,False,0.0,84.2,-127.2,-178.3,97.9,-43.44,-125.03,315.96,Bearish,0.0
FABCLEAN,Industrial,88.3,0.0,True,False,0.0,85.8,3.1,5.6,6.4,247.46,253.55,255.35,Bullish,88.3
BRGIL,Industrial,0.0,0.0,False,False,0.0,86.7,1.3,1.4,9.4,100.29,100.4,108.31,Bullish,0.0
CNINFOTECH,IT,80.1,0.0,True,False,0.0,86.1,0.8,-0.4,13.9,84.2,83.18,95.14,Reversal,80.1
BEEZAASAN,Chemicals,74.6,0.0,True,False,0.0,88.5,0.6,2.6,28.2,199.13,203.06,253.59,Reversal,74.6
