Symbol,Sector,Fund Score,Market Cap Cr,Cap Category,Current Price,RSI,ADX,MACD Hist,Vol Ratio,EMA20,EMA50,EMA200,DI+,DI-,Momentum Score,Reversal Score,Best Setup,Tech Score,Tier,In Consolidation,Consol Days,Consol Label,Pct to Breakout,Consol Volume,Vol 5D Ratio,Breakout Vol,range_pct,Vol Label,Vol Inference,Sector Trend,Sector Detail,Sector Score,Cap Score,ML_Prediction,ML_Confidence,Forecast_25d_Pct,Forecast_45d_Pct,Forecast_180d_Pct,Forecast_25d_Price,Forecast_45d_Price,Forecast_180d_Price,Bottom_Rev_Prob,Top_Rev_Prob,Bottom_Rev_Flag,Top_Rev_Flag,Bullish_Cont_Prob,Bearish_Cont_Prob
NAM-INDIA,Financial Services,86.0,53467.74,Large Cap,838.9,41.01,23.86,-3.45,1.07,873.24,884.26,832.49,23.15,26.51,15,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.86,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,10.0,10.0,Bullish,77.1,2.6,4.6,20.3,860.32,877.27,1008.88,77.1,0.0,True,False,0.0,0.0
NATCOPHARM,Healthcare,84.0,17184.35,Mini Large Cap,959.2,49.03,25.43,-8.85,0.4,954.3,921.22,910.43,19.4,21.41,62,30,Momentum,62,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.3,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,9.7,9.9,Bullish Continual,0.1,2.7,4.0,14.5,984.75,997.19,1098.64,0.0,68.5,False,True,0.1,0.0
NATIONALUM,Metals & Mining,77.0,67755.25,Large Cap,368.5,41.87,22.88,-1.88,2.05,377.21,358.52,279.2,15.94,27.05,35,25,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.16,0.0,0.0,Normal,Normal activity → no setup forming yet,Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,9.2,9.2,Bullish,0.0,4.7,7.0,22.0,385.71,394.24,449.75,0.0,76.7,False,True,80.7,0.0
NAVA,Power,74.0,15664.12,Mini Large Cap,553.5,46.97,19.13,-2.12,0.76,560.73,563.89,559.6,20.67,25.34,17,46,Watching,46,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.87,0.0,0.0,Low,Low activity → no setup forming yet,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.5,10.0,Bullish,0.0,0.8,2.7,12.2,557.74,568.49,620.8,0.0,0.0,False,False,0.0,0.0
NAVINFLUOR,Chemicals,50.0,31433.16,Large Cap,6124.0,39.09,19.67,-31.54,0.66,6293.27,6204.09,5497.71,20.21,33.42,15,41,Watching,41,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.61,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,5.6,5.6,Bullish,0.1,1.9,3.5,15.4,6240.87,6338.46,7067.65,0.1,0.0,False,False,0.1,0.0
NBCC,Construction,63.1,22655.7,Large Cap,83.91,40.76,36.3,0.18,1.21,88.13,95.04,103.17,18.88,23.98,20,75,Reversal,75,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.6,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.0,10.0,Reversal,86.3,3.3,4.3,5.6,86.71,87.52,88.63,86.3,0.0,True,False,0.0,83.4
NCC,Construction,65.6,8826.89,Mini Large Cap,140.59,37.74,20.94,-0.27,1.13,145.87,150.85,181.66,18.24,25.29,0,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.13,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.3,8.7,No Signal,,-0.2,1.5,6.8,140.25,142.75,150.14,74.6,0.0,True,False,0.0,88.4
NDRAUTO,Automobile and Auto Components,72.2,1625.85,Mid Cap,681.55,44.15,19.99,-2.91,0.77,705.61,739.35,825.69,25.63,22.68,0,41,Watching,41,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.14,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,8.7,8.7,No Signal,,-0.2,1.2,5.2,680.51,689.79,716.91,79.1,0.0,True,False,0.0,87.6
NESCO,Services,64.0,7445.45,Mini Large Cap,1055.4,44.42,28.04,-1.02,2.09,1082.15,1130.48,1178.64,18.68,20.67,10,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.16,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.8,8.0,No Signal,,-0.2,0.5,6.1,1053.26,1060.68,1119.37,74.7,0.0,True,False,0.0,87.2
NESTLEIND,Fast Moving Consumer Goods,47.5,230163.59,Large Cap,1193.6,27.4,49.19,-6.18,1.2,1237.61,1260.24,1232.76,7.37,29.76,10,65,Reversal,65,TIER 3 — WAITING,True,726,726d (1.5-2 years),-8.9,1.56,1.07,0.77,-8.9,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,5.9,5.9,Reversal,61.4,0.5,1.8,5.7,1199.93,1215.26,1262.14,61.4,0.0,True,False,0.0,0.0
NEULANDLAB,Healthcare,64.0,15404.92,Mini Large Cap,11995.0,31.73,31.57,-43.01,0.86,12641.95,13320.26,13969.41,9.96,27.98,10,50,Reversal,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.56,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.4,7.5,Reversal,76.5,1.1,1.2,9.3,12129.36,12142.93,13113.75,76.5,0.0,True,False,0.0,84.7
NEWGEN,Information Technology,74.0,6203.13,Mini Large Cap,440.6,34.99,20.77,3.53,0.2,477.59,562.98,795.4,19.81,23.31,15,80,Reversal,80,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.41,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,8.6,9.4,Reversal,61.2,10.5,14.3,68.1,487.01,503.64,740.79,61.2,0.0,True,False,0.0,80.3
NH,Healthcare,72.0,33556.15,Large Cap,1652.2,32.41,48.36,-10.57,0.98,1727.15,1778.67,1778.06,12.17,29.29,5,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.92,0.0,0.0,Low,Strong downtrend → no entry signal,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.3,9.7,Bullish,74.0,0.5,1.3,2.4,1659.84,1673.26,1691.57,74.0,0.0,True,False,0.0,13.9
NHPC,Power,34.0,77145.87,Large Cap,76.8,62.77,28.44,0.45,1.07,75.45,76.11,78.83,28.29,12.3,60,0,Momentum,60,TIER 3 — WAITING,True,407,407d (1-1.5 years),-17.32,1.62,1.35,1.34,-17.32,Normal,Average volume → monitor for increase,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,3.9,4.5,Bullish Continual,0.0,0.7,0.9,5.2,77.36,77.52,80.83,0.0,0.0,False,False,0.0,0.1
NIITMTS,Consumer Services,39.5,4100.62,Mid Cap,298.95,40.14,52.32,-0.74,0.95,317.61,345.11,364.56,12.66,22.75,5,70,Reversal,70,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.3,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,4.4,5.4,Reversal,79.0,1.3,3.8,5.5,302.9,310.45,315.33,79.0,0.0,True,False,0.0,88.6
NILAINFRA,Realty,41.0,278.87,Small Cap,7.08,37.43,61.05,-0.01,0.64,7.47,8.07,9.54,13.24,28.03,5,48,Watching,48,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.35,0.0,0.0,Normal,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 30.9 | ADX 45.0 | MACD ▼ | EMA ↓↓↓ | Below EMA200,5.1,7.2,Bullish,87.1,4.4,6.7,16.5,7.39,7.55,8.25,87.1,0.0,True,False,0.0,83.6
NINSYS,Information Technology,55.5,539.08,Small Cap,290.2,34.55,13.17,0.13,0.16,305.76,330.98,395.89,19.19,22.51,15,93,Reversal,93,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.29,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,6.5,6.5,Reversal,78.8,1.7,0.7,8.9,295.22,292.19,315.92,78.8,0.0,True,False,0.0,79.0
NLCINDIA,Power,55.0,36933.07,Large Cap,266.35,61.64,25.45,1.04,1.69,258.07,256.17,248.04,23.64,14.2,95,0,Momentum,95,TIER 3 — WAITING,True,555,555d (1.5-2 years),-4.64,1.69,1.09,0.69,-4.64,Normal,Average volume → monitor for increase,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.3,7.2,Bullish Continual,75.3,1.6,2.8,12.5,270.72,273.74,299.73,0.0,0.0,False,False,75.3,0.0
NMDC,Metals & Mining,71.0,70141.12,Large Cap,79.78,52.61,18.76,-0.09,1.65,79.49,79.21,74.54,23.98,19.84,60,23,Momentum,60,TIER 1 — BREAKOUT IMMINENT,True,549,549d (1.5-2 years),-3.3,1.65,0.98,0.73,-3.3,Low,"Weak volume → momentum may fade, wait",Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.5,8.5,Bullish Continual,0.0,1.5,3.7,17.6,81.0,82.7,93.78,0.0,0.0,False,False,0.0,0.0
NOVAAGRI,Chemicals,58.6,204.53,Small Cap,22.72,13.85,31.58,-0.19,5.14,27.75,31.23,41.5,7.18,47.2,5,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.93,0.0,0.0,High,Above avg volume but no setup → watch,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.6,8.1,Bullish,91.0,9.2,13.6,43.0,24.82,25.8,32.48,91.0,0.0,True,False,0.0,83.7
NRBBEARING,Automobile and Auto Components,53.0,2351.75,Mid Cap,242.6,27.18,21.02,-2.26,0.89,259.69,264.26,266.89,15.47,34.27,0,65,Reversal,65,TIER 3 — WAITING,True,377,377d (1-1.5 years),-18.15,1.22,0.94,0.58,-18.15,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,6.4,6.4,Reversal,77.7,0.2,1.7,9.0,242.99,246.7,264.41,77.7,0.0,True,False,0.0,87.3
NTPC,Power,58.0,369394.51,Large Cap,380.95,53.13,17.03,-1.35,1.41,377.12,365.19,343.75,18.99,18.14,65,8,Momentum,65,TIER 3 — WAITING,True,532,532d (1.5-2 years),-5.67,1.41,0.9,0.98,-5.67,Low,"Weak volume → momentum may fade, wait",Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.7,7.6,Bullish Continual,73.7,0.9,2.2,12.3,384.45,389.17,427.68,0.0,0.0,False,False,73.7,0.0
NUCLEUS,Information Technology,60.0,2136.56,Mid Cap,811.6,57.78,44.27,9.98,0.25,798.49,838.38,943.22,37.64,10.19,55,30,Momentum,55,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.68,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.0,7.5,Bearish Continual,86.1,-1.5,-0.7,2.5,799.74,806.05,831.76,0.0,0.0,False,False,0.0,86.1
NUVAMA,Financial Services,71.0,20898.28,Large Cap,1150.7,31.19,37.78,-1.95,0.55,1211.99,1281.76,1306.86,18.89,31.64,5,95,Reversal,95,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.1,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,8.3,8.3,Reversal,76.8,2.5,4.1,20.3,1178.92,1198.42,1383.86,76.8,0.0,True,False,0.0,88.2
OFSS,Information Technology,70.0,57265.22,Large Cap,6594.5,49.14,22.71,8.94,1.34,6686.56,7051.81,7905.72,25.48,22.74,37,45,Watching,45,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.34,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,8.1,8.7,Bullish,0.0,1.8,1.8,10.1,6711.22,6715.06,7261.27,0.0,0.0,False,False,0.0,80.5
OIL,"Oil, Gas & Consumable Fuels",55.0,77372.54,Large Cap,475.0,50.79,21.67,-1.47,0.59,473.67,462.6,433.3,21.13,13.12,65,60,Momentum,65,TIER 3 — WAITING,True,376,376d (1-1.5 years),-12.24,1.02,0.57,1.27,-12.24,Very Low,"Very low volume → no conviction, caution",Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.6,7.9,Bullish Continual,77.8,2.4,4.4,18.4,486.48,495.85,562.44,0.0,0.0,False,False,77.8,0.0
ONGC,"Oil, Gas & Consumable Fuels",57.0,333880.6,Large Cap,265.55,43.01,26.2,-1.9,0.75,268.4,261.52,244.34,22.56,13.08,50,48,Momentum,50,TIER 3 — WAITING,True,536,536d (1.5-2 years),-10.12,1.07,0.67,1.21,-10.12,Very Low,"Very low volume → no conviction, caution",Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.8,8.2,Bullish Continual,76.6,1.3,2.7,14.5,268.94,272.65,304.02,0.0,0.0,False,False,76.6,0.0
ONWARDTEC,Information Technology,60.3,544.62,Small Cap,235.5,37.8,43.66,-0.31,0.72,254.43,274.03,296.82,15.17,20.81,5,78,Reversal,78,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.2,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.0,7.0,Reversal,81.9,0.2,3.3,4.5,236.02,243.29,246.09,81.9,0.0,True,False,0.0,84.8
OPTIEMUS,Telecommunication,41.0,2963.98,Mid Cap,335.65,36.84,32.79,-1.75,1.05,365.42,407.5,504.25,11.65,16.9,5,55,Reversal,55,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.21,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,5.3,5.5,Reversal,87.4,4.9,8.8,4.1,352.13,365.13,349.47,87.4,0.0,True,False,0.0,81.9
ORBTEXP,Textiles,61.0,394.51,Small Cap,148.2,21.33,51.09,-1.05,0.9,161.48,171.98,185.96,6.6,26.12,5,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.84,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,7.5,9.8,Reversal,82.2,0.5,1.9,6.3,148.87,151.09,157.54,82.2,0.0,True,False,0.0,86.9
ORICONENT,Capital Goods,47.0,1066.43,Mid Cap,67.5,59.44,20.16,0.07,0.37,66.38,64.75,56.56,24.43,17.11,95,50,Momentum,95,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.61,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,5.7,5.7,Bullish Continual,81.8,4.9,8.2,30.9,70.78,73.04,88.36,0.0,0.0,False,False,81.8,0.0
ORIENTPPR,Forest Materials,38.0,332.49,Small Cap,15.85,25.41,57.12,-0.06,1.81,17.35,19.13,24.13,8.54,30.12,5,65,Reversal,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.43,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.7,10.0,Reversal,87.5,4.7,8.0,13.8,16.59,17.12,18.04,87.5,0.0,True,False,0.0,82.5
PANAMAPET,"Oil, Gas & Consumable Fuels",77.0,1588.56,Mid Cap,263.0,41.75,61.65,-0.74,1.23,272.58,280.78,303.11,6.45,26.5,10,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.37,0.0,0.0,Normal,Strong downtrend → no entry signal,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,9.2,10.0,No Signal,,-0.1,1.5,7.0,262.61,266.82,281.32,75.4,0.0,True,False,0.0,87.7
PARACABLES,Capital Goods,62.9,1066.19,Mid Cap,34.7,57.94,24.37,0.25,0.85,34.1,35.24,43.27,21.57,13.19,45,35,Watching,45,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.22,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.7,7.7,Bullish,0.0,1.4,2.1,7.5,35.17,35.43,37.31,0.0,0.0,False,False,0.0,0.1
PARAGMILK,Fast Moving Consumer Goods,32.0,2371.22,Mid Cap,198.5,46.62,21.16,2.21,0.68,204.14,227.18,248.6,19.53,21.56,32,23,Watching,32,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.81,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,4.0,4.3,Bullish,0.0,5.7,3.6,9.4,209.78,205.68,217.09,0.0,0.0,False,False,0.0,87.3
PARAS,Capital Goods,63.6,5054.44,Mini Large Cap,626.5,34.73,26.48,-6.6,0.12,658.72,664.11,693.46,14.57,23.13,5,50,Reversal,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.14,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.7,7.9,Reversal,0.0,0.4,1.4,20.3,628.8,635.51,753.84,0.0,0.0,False,False,0.0,87.9
PASHUPATI,Textiles,36.0,1548.57,Mid Cap,982.0,48.23,22.58,-8.12,0.1,972.63,917.83,786.18,9.79,12.61,57,30,Momentum,57,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.14,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,4.4,4.4,Bullish Continual,76.9,2.1,3.5,19.2,1002.39,1016.59,1170.19,0.0,55.2,False,False,76.9,0.0
PCBL,Chemicals,55.7,9759.84,Mini Large Cap,247.0,28.61,38.51,-4.07,0.57,270.81,285.04,328.48,12.8,31.4,10,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.76,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.3,6.4,Bearish,0.0,-0.7,3.0,18.1,245.37,254.41,291.64,79.9,0.0,True,False,0.0,88.3
PDSL,Textiles,66.0,3695.31,Mid Cap,260.75,22.86,47.17,-2.0,0.98,288.54,311.2,354.1,7.0,37.4,5,50,Reversal,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.0,0.0,0.0,Normal,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.1,8.1,Reversal,86.8,3.5,4.9,2.3,270.0,273.42,266.81,86.8,0.0,True,False,0.0,82.1
PENIND,Capital Goods,46.0,1927.98,Mid Cap,141.12,42.53,21.72,1.02,0.82,146.73,161.85,194.63,18.46,19.7,15,25,Watching,25,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.82,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,5.6,5.6,Bullish,88.3,3.9,5.2,7.4,146.62,148.43,151.62,88.3,0.0,True,False,0.0,83.0
PERSISTENT,Information Technology,76.0,73753.12,Large Cap,4739.0,49.26,36.1,42.06,0.72,4849.0,5289.8,5596.69,19.4,17.51,42,53,Reversal,53,TIER 2 — WATCHLIST,True,390,390d (1-1.5 years),-26.56,0.81,0.56,1.05,-26.56,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,8.8,9.5,Reversal,72.8,1.7,1.4,5.0,4818.31,4805.7,4974.37,72.8,0.0,True,False,0.0,65.3
PETRONET,"Oil, Gas & Consumable Fuels",52.0,38647.5,Large Cap,256.95,26.6,31.45,-3.72,1.5,288.01,289.69,285.64,14.64,44.64,5,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.74,0.0,0.0,Low,Low activity → no setup forming yet,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.2,7.5,Bullish,74.2,0.9,3.8,6.6,259.15,266.62,273.98,74.2,0.0,True,False,0.0,0.2
PFC,Financial Services,68.3,136244.7,Large Cap,411.75,49.64,15.28,-0.53,1.41,410.3,398.48,389.31,25.69,19.95,52,23,Momentum,52,TIER 2 — WATCHLIST,True,323,323d (under 1 year),-6.49,1.83,1.18,1.37,-6.49,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,7.9,7.9,Bullish Continual,73.5,2.5,4.1,20.3,421.85,428.82,495.18,0.0,0.0,False,False,73.5,0.0
PFIZER,Healthcare,42.7,21837.68,Large Cap,4768.0,47.51,28.73,-12.4,0.36,4813.11,4861.64,4948.75,27.5,16.68,32,45,Watching,45,TIER 3 — WAITING,True,519,519d (1.5-2 years),-17.76,5.98,2.23,0.77,-17.76,Very High,Above avg volume but no setup → watch,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,4.9,5.8,No Signal,,-0.4,1.0,5.8,4750.79,4817.92,5043.03,0.0,0.0,False,False,0.0,89.6
PFS,Financial Services,31.7,1755.12,Mid Cap,27.21,33.63,55.5,-0.07,0.67,28.79,30.71,34.43,13.81,26.41,5,88,Reversal,88,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.91,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,3.7,4.0,Reversal,87.0,2.5,4.1,20.3,27.88,28.34,32.72,87.0,0.0,True,False,0.0,86.9
PGIL,Textiles,71.0,6873.45,Mini Large Cap,1483.5,45.18,21.87,-0.64,0.51,1516.03,1541.35,1458.43,23.23,21.1,37,75,Reversal,75,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.77,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.8,9.3,Reversal,0.0,1.5,3.6,15.3,1505.09,1536.53,1709.75,0.0,0.0,False,False,0.0,0.0
PHOENIXLTD,Realty,67.0,55186.6,Large Cap,1539.0,33.95,37.84,-0.97,2.12,1620.1,1681.26,1671.47,15.61,27.13,10,80,Reversal,80,TIER 1 — BUY NOW (Reversal),True,521,521d (1.5-2 years),-18.86,2.12,1.5,0.79,-18.86,High,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 30.9 | ADX 45.0 | MACD ▼ | EMA ↓↓↓ | Below EMA200,8.3,10.0,Bearish,0.0,-0.4,0.9,3.6,1533.32,1552.31,1593.8,73.6,0.0,True,False,0.0,0.1
PIDILITIND,Chemicals,71.0,136513.0,Large Cap,1348.9,40.57,36.12,-9.42,1.32,1402.27,1437.06,1469.76,12.7,30.41,5,40,Watching,40,TIER 2 — BASE BUILDING,True,494,494d (1-1.5 years),-16.07,1.32,0.76,0.8,-16.07,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.0,8.0,No Signal,,-0.2,2.0,9.2,1346.38,1376.06,1472.77,63.8,0.0,True,False,0.0,83.8
PIIND,Chemicals,73.0,44138.05,Large Cap,2921.0,38.52,25.86,-10.25,2.32,3000.22,3101.79,3413.67,19.36,23.67,5,25,Watching,25,TIER 2 — BASE BUILDING,True,626,626d (1.5-2 years),-36.28,2.32,1.02,0.74,-36.28,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.2,8.2,No Signal,,-0.8,0.0,7.9,2896.35,2921.38,3151.99,0.0,0.0,False,False,0.0,86.5
PITTIENG,Capital Goods,64.2,2917.08,Mid Cap,765.1,26.77,44.67,-12.21,1.46,823.04,836.41,896.76,12.76,25.27,5,50,Reversal,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.08,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.8,7.8,Bearish,0.0,-0.6,0.6,7.8,760.55,769.75,824.73,75.1,0.0,True,False,0.0,88.4
PIXTRANS,Capital Goods,79.0,1983.24,Mid Cap,1462.0,56.15,22.61,-3.23,1.02,1443.01,1431.16,1470.97,17.63,20.86,25,30,Watching,30,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.71,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,9.6,9.6,Bullish,0.0,0.1,1.0,9.8,1463.5,1476.46,1604.78,0.0,0.0,False,False,0.0,0.0
